SidoName,SggName,AptName,DisQuantityAvg,Time
경기도,수원시,율전-대우이안,1751.4423076923076,20180116
경기도,수원시,율전-대우이안,1466.793893129771,20180117
경기도,수원시,율전-대우이안,1534.4444444444443,20180118
경기도,수원시,율전-대우이안,1417.0103092783504,20180119
경기도,수원시,율전-대우이안,1850.0,20180120
경기도,수원시,율전-대우이안,1734.4036697247707,20180121
경기도,수원시,율전-대우이안,1560.7142857142858,20180122
경기도,수원시,율전-대우이안,1450.4950495049504,20180123
경기도,수원시,율전-대우이안,1431.3725490196077,20180124
경기도,수원시,율전-대우이안,1419.8863636363637,20180125
경기도,수원시,율전-대우이안,1659.090909090909,20180126
경기도,수원시,율전-대우이안,1923.936170212766,20180127
경기도,수원시,율전-대우이안,1756.25,20180128
경기도,수원시,율전-대우이안,1904.0816326530612,20180129
경기도,수원시,율전-대우이안,1707.0707070707072,20180130
경기도,수원시,율전-대우이안,1551.2,20180131
경기도,수원시,율전-삼성1단지,1629.6511627906978,20180101
경기도,수원시,율전-삼성1단지,1950.0,20180102
경기도,수원시,율전-삼성1단지,2331.1688311688313,20180103
경기도,수원시,율전-삼성1단지,1957.3333333333333,20180104
경기도,수원시,율전-삼성1단지,1728.4722222222222,20180105
경기도,수원시,율전-삼성1단지,1771.4285714285713,20180106
경기도,수원시,율전-삼성1단지,2250.0,20180107
경기도,수원시,율전-삼성1단지,1862.2448979591836,20180108
경기도,수원시,율전-삼성1단지,1808.5227272727273,20180109
경기도,수원시,율전-삼성1단지,1655.46875,20180110
경기도,수원시,율전-삼성1단지,1949.122807017544,20180111
경기도,수원시,율전-삼성1단지,1584.9315068493152,20180112
경기도,수원시,율전-삼성1단지,2052.222222222222,20180113
경기도,수원시,율전-삼성1단지,2370.12987012987,20180114
경기도,수원시,율전-삼성1단지,1822.9591836734694,20180115
경기도,수원시,율전-삼성1단지,1814.2045454545455,20180116
경기도,수원시,율전-삼성1단지,1670.7792207792209,20180117
경기도,수원시,율전-삼성1단지,2002.054794520548,20180118
경기도,수원시,율전-삼성1단지,1639.2307692307693,20180119
경기도,수원시,율전-삼성1단지,1810.4651162790697,20180120
경기도,수원시,율전-삼성1단지,1967.6470588235295,20180121
경기도,수원시,율전-삼성1단지,1818.6746987951808,20180122
경기도,수원시,율전-삼성1단지,1875.5,20180123
경기도,수원시,율전-삼성1단지,1709.2592592592594,20180124
경기도,수원시,율전-삼성1단지,1890.8450704225352,20180125
